id,calories,proteins,fat,carbohydrate,name,image
224,190,19.1,12,0,Daging Anak Sapi,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daging_Anak_Sapi.jpg
225,191,32,6,0,Daging Asap,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daging_Asap.jpg
226,457,11.6,45,0,Daging Babi Gemuk,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daging_Babi_Gemuk.jpg
227,376,14.1,35,0,Daging Babi Kurus,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daging_Babi_Kurus.jpg
228,206,17.1,14.8,0,Daging Domba,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daging_Domba.jpg
229,154,16.6,9.2,0,Daging Kambing,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daging_Kambing.jpg
230,84,18.7,0.5,0,Daging Kerbau,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daging_Kerbau.jpg
231,118,18.1,4.1,0.9,Daging Kuda,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daging_Kuda.jpg
232,207,18.8,14,0,Daging Sapi,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daging_Sapi.jpg
233,27,1.3,0.6,4,Daun bangun-bangun segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_bangun-bangun_segar.jpg
234,29,1.8,0.7,5.2,Daun Bawang,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_Bawang.jpg
235,41,2,0.3,7.8,Daun bawang  merah segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_bawang__merah_segar.jpg
236,41,2.7,1,7.3,Daun bebuas segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_bebuas_segar.jpg
237,50,4.4,1.4,7.8,Daun belem segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_belem_segar.jpg
238,42,1.8,0.5,9.4,Daun Beluntas,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_Beluntas.jpg
239,122,6,1,26,Daun Cincau,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_Cincau.jpg
240,60,3.1,0.3,14,Daun Gandaria,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_Gandaria.jpg
241,58,2.9,0.7,10,Daun gedi besar segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_gedi_besar_segar.jpg
242,30,1.3,0.7,5.8,Daun gelang segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_gelang_segar.jpg
243,50,4.6,0.9,7,Daun gunda bali segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_gunda_bali_segar.jpg
245,73,4.6,0.5,16.2,Daun Jambu Mete muda,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_Jambu_Mete_muda.jpg
246,34,3.8,0.5,5.3,Daun jampang segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_jampang_segar.jpg
248,27,2.1,0.7,4.4,Daun jonghe segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_jonghe_segar.jpg
249,36,2.9,0.6,6.8,Daun kacang ma segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_kacang_ma_segar.jpg
250,34,4.1,0.4,5.8,Daun Kacang Panjang,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_Kacang_Panjang.jpg
251,40,3.7,0.3,8,Daun Kacang Panjang kukus,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_Kacang_Panjang_kukus.jpg
252,30,3.1,0.3,5.8,Daun kacang panjang segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_kacang_panjang_segar.jpg
255,53,5.3,0.9,9.1,Daun katuk rebus,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_katuk_rebus.jpg
256,59,6.4,1,9.9,Daun katuk segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_katuk_segar.jpg
257,47,5,0.5,8.5,Daun Kecipir,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_Kecipir.jpg
258,59,2.8,0.3,13.4,Daun Kedondong,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_Kedondong.jpg
259,82,6.7,1.7,14.3,Daun Kelor,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_Kelor.jpg
260,61,6.1,0.9,10,Daun Kelor rebus,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_Kelor_rebus.jpg
261,46,4,0.5,8.9,Daun Kemangi,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_Kemangi.jpg
263,48,4.5,0.8,9.1,Daun kesum segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_kesum_segar.jpg
264,22,2.1,0.5,3.6,Daun kol sawi segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_kol_sawi_segar.jpg
265,23,3,0.3,3.7,Daun Koro,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_Koro.jpg
266,51,2.5,1.1,8,Daun kubis segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_kubis_segar.jpg
268,60,4,0.4,4.7,Daun Labu Siam,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_Labu_Siam.jpg
269,30,3.6,0.6,4.5,Daun Labu Waluh,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_Labu_Waluh.jpg
270,87,8.3,1.8,14.4,Daun lamtoro segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_lamtoro_segar.jpg
271,76,2.8,0.2,15.8,Daun leilem segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_leilem_segar.jpg
272,45,4.7,0.5,8.1,Daun Leunca,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_Leunca.jpg
274,40,3,0.8,7.4,Daun Lompong Tales,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_Lompong_Tales.jpg
275,54,3.7,0.3,11.8,Daun Mangkokan,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_Mangkokan.jpg
276,71,6.8,1.6,11.5,Daun matel ambon segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_matel_ambon_segar.jpg
277,99,5,1.3,21.3,Daun Melinjo,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_Melinjo.jpg
278,63,3.8,1.5,11.5,Daun Mengkudu Kukus,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_Mengkudu_Kukus.jpg
280,22,1,0.1,5.3,Daun Oyong,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_Oyong.jpg
281,22,1,0.1,5.3,Daun oyong segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_oyong_segar.jpg
282,35,4,0.3,6.4,Daun Pakis,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_Pakis.jpg
283,54,2.2,3.6,3.1,Daun pakis longgiho segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_pakis_longgiho_segar.jpg
284,39,4.5,0.4,6.9,Daun pakis segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_pakis_segar.jpg
285,53,3.4,1.2,7.2,Daun pakis wambateu segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_pakis_wambateu_segar.jpg
286,29,3.4,0.1,6.5,Daun paku segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_paku_segar.jpg
287,104,3.9,0.6,17.9,Daun pangisegar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_pangisegar.jpg
288,49,2.7,1,8.4,Daun pare segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_pare_segar.jpg
289,87,8,2,11.9,Daun pepaya segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_pepaya_segar.jpg
290,128,12,6.5,12.4,Daun Pete Cina,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_Pete_Cina.jpg
291,37,2.5,0.8,6.9,Daun Poh-pohan,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_Poh-pohan.jpg
292,301,14.2,10.9,49,Daun salam  bubuk,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_salam__bubuk.jpg
293,62,4,0.5,10.5,Daun selasih segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_selasih_segar.jpg
294,45,4.4,8,0.5,Daun Semanggi,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_Semanggi.jpg
295,45,4.4,0.5,8.5,Daun semanggi segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_semanggi_segar.jpg
296,53,3.2,2.5,7.6,Daun simpur segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_simpur_segar.jpg
297,68,2,1,15.2,Daun singkil segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_singkil_segar.jpg
298,73,6.8,1.2,13,Daun Singkong,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_Singkong.jpg
299,144,12.7,1.2,25.2,Daun singkong ambon segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_singkong_ambon_segar.jpg
300,50,6.2,1.1,7.1,Daun singkong ampenan segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_singkong_ampenan_segar.jpg
301,74,6.3,0.7,10.7,Daun singkong kopang segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_singkong_kopang_segar.jpg
302,55,4,0.5,8.5,Daun Singkong lodeh,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_Singkong_lodeh.jpg
303,31,3.7,0.6,4.8,Daun Singkong rebus,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_Singkong_rebus.jpg
304,50,6.2,1.1,7.1,Daun singkong segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_singkong_segar.jpg
305,36,2.6,0.9,6.1,Daun Sintrong,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_Sintrong.jpg
306,27,1.3,0.2,5.9,Daun talas rebus,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_talas_rebus.jpg
307,59,3,0.4,13.5,Daun talas segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_talas_segar.jpg
308,71,4.1,2.1,12.3,Daun Tales,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_Tales.jpg
309,27,1.3,0.2,5.9,Daun Tales rebus,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_Tales_rebus.jpg
310,70,2.9,0.3,13.9,Daun tespong segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_tespong_segar.jpg
313,62,3.7,0.3,11.1,Daun ubi kuning segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_ubi_kuning_segar.jpg
314,56,3.1,0.3,13,Daun ubi merah kukus,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_ubi_merah_kukus.jpg
315,48,3,0.3,10.8,Daun ubi merah segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_ubi_merah_segar.jpg
316,46,2.8,0.2,8.2,Daun ubi putih segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_ubi_putih_segar.jpg
317,55,1.7,0.1,11.9,Daun ubi tinta segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Daun_ubi_tinta_segar.jpg
318,260,2,15,53,Deblo ,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Deblo_.jpg
320,433,55,9,0,Dendeng Daging Sapi,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Dendeng_Daging_Sapi.jpg
321,598,74.3,26.9,9.2,Dendeng mujahir goreng,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Dendeng_mujahir_goreng.jpg
322,77,13.8,1.9,0.7,Dideh darah ayam,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Dideh_darah_ayam.jpg
323,104,21.9,1.1,0,Dideh darah sapi,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Dideh_darah_sapi.jpg
324,248,10,2.3,40.9,Djibokum masakan,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Djibokum_masakan.jpg
325,395,3,5.7,81.2,Dodol,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Dodol.jpg
326,298,3.7,2.1,65.9,Dodol bali,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Dodol_bali.jpg
327,368,2.6,8.6,70,Dodol banjarmasin,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Dodol_banjarmasin.jpg
328,348,0.4,3.8,76.1,Dodol galamai,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Dodol_galamai.jpg
330,373,4.3,16.5,51.9,Dodol manado,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Dodol_manado.jpg
332,317,15.7,27.7,0,Domba daging gemuk segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Domba_daging_gemuk_segar.jpg
333,202,17.1,14.8,0,Domba daging kurus  segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Domba_daging_kurus__segar.jpg
334,100,16.6,3.3,1,Domba ginjal segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Domba_ginjal_segar.jpg
335,63,1,0.2,16.1,Duku,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Duku.jpg
336,134,2.5,3,28,Durian,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Durian.jpg
337,80,0.5,0.6,18.2,Duwet segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Duwet_segar.jpg
338,18,1,0.2,3.8,Eceng Gondok,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Eceng_Gondok.jpg
339,98,1.4,0.2,25.4,Embacang,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Embacang.jpg
340,248,36.2,6.9,10.1,Empal (daging) Goreng masakan,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Empal_(daging)_Goreng_masakan.jpg
342,345,12,1.5,71.5,Emping (kerupuk melinjo),https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Emping_(kerupuk_melinjo).jpg
343,403,10.6,2.2,85.3,Emping beras,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Emping_beras.jpg
346,538,13.6,30.3,52.6,Enting-enting gepuk hello kity,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Enting-enting_gepuk_hello_kity.jpg
347,524,13.3,29.2,52,Enting-enting gepuk kacang tanah,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Enting-enting_gepuk_kacang_tanah.jpg
348,565,18.2,38.4,36.8,Enting-enting wijen,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Enting-enting_wijen.jpg
349,70,0.6,0,18.9,Erbis,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Erbis.jpg
350,210,4,12.5,20.6,Es krim,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Es_krim.jpg
351,156.7,3,1.7,32.7,Es Krim (Coconut milk) ,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Es_Krim_(Coconut_milk)_.jpg
353,44.8,0,0,11.3,Es Sirup ,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Es_Sirup_.jpg
354,270,12.3,15.9,19.3,Fillet o-fish,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Fillet_o-fish.jpg
356,137,6.1,3.2,21,Gado-gado,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Gado-gado.jpg
357,88,0.8,0.3,20.9,Gadung kukus,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Gadung_kukus.jpg
358,101,2.1,0.2,23.2,Gadung mentah,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Gadung_mentah.jpg
359,88,0.6,0.3,20.9,Gadung ubi kukus,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Gadung_ubi_kukus.jpg
360,100,0.9,0.3,23.5,Gadung ubi segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Gadung_ubi_segar.jpg
361,18,0.8,0.2,4.1,Gambas (Oyong),https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Gambas_(Oyong).jpg
362,13,0.3,0.6,1.6,Gambas lodeh,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Gambas_lodeh.jpg
363,68,0.7,0.1,18,Gandaria,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Gandaria.jpg
364,100,0.8,0.2,23.8,Ganyong kukus,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ganyong_kukus.jpg
365,95,1,0.1,22.6,Ganyong mentah,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ganyong_mentah.jpg
366,100,0.8,0.2,23.8,Ganyong rebus,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ganyong_rebus.jpg
367,77,0.6,0.2,18.4,Ganyong segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ganyong_segar.jpg
368,338,1.5,0.7,81.3,Gaplek,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Gaplek.jpg
369,191,4.5,1.5,39.7,Gatep segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Gatep_segar.jpg
370,347,1.3,0.7,83.8,Gatot,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Gatot.jpg
371,195,0.4,1.7,44.4,Geblek,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Geblek.jpg
372,389,0,0,91,Gelatine,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Gelatine.jpg
373,95,1.5,0.1,22.4,Gembili,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Gembili.jpg
374,131,1.1,0.2,31.3,Gembili ubi segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Gembili_ubi_segar.jpg
375,274,1.7,5.4,55.5,Gemblong,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Gemblong.jpg
376,407,6.4,28.2,32,Gendar goreng,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Gendar_goreng.jpg
377,35,1.7,0.2,7.7,Genjer segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Genjer_segar.jpg
378,350,1.4,14.4,53.6,Geplak,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Geplak.jpg
379,462,3.1,24.4,57.7,Geplak jahe,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Geplak_jahe.jpg
380,75,8.2,2,6,Gete kuah asam masakan,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Gete_kuah_asam_masakan.jpg
381,360,1.3,6.4,74.3,Getuk goreng,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Getuk_goreng.jpg
382,171.4,4,4,32,Getuk Lindri ,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Getuk_Lindri_.jpg
383,144,1.1,0.4,34.1,Getuk pisang,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Getuk_pisang.jpg
384,204,0.5,1.4,47.4,Getuk singkong,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Getuk_singkong.jpg
386,105,16.6,3.3,1,Ginjal Domba,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ginjal_Domba.jpg
387,141,15,8.1,0.9,Ginjal Sapi,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ginjal_Sapi.jpg
388,53,1.6,1.6,8.8,Gudeg ,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Gudeg_.jpg
389,160,3.3,9.2,16,Gudeg sayur,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Gudeg_sayur.jpg
390,368,0,0,95,Gula Aren,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Gula_Aren.jpg
391,386,3,10,76,Gula Kelapa,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Gula_Kelapa.jpg
393,394,0,0,94,Gula putih,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Gula_putih.jpg
394,52,10,0.5,1.8,Gulai asam keueung masakan,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Gulai_asam_keueung_masakan.jpg
396,148,10,9.8,5,Gulai ikan paya masakan,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Gulai_ikan_paya_masakan.jpg
398,110,5.9,8.2,3.2,Gulai keumamah masakan,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Gulai_keumamah_masakan.jpg
399,143,4,11.4,6,Gulai pakis,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Gulai_pakis.jpg
401,132,9,7.2,7.8,Gulai tiram masakan,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Gulai_tiram_masakan.jpg
402,192,12.7,10.1,12.7,Gurame asem manis masakan,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Gurame_asem_manis_masakan.jpg
403,218,0.5,2.5,48.5,Gurandil,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Gurandil.jpg
404,389,16.9,35,0.3,Ham,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ham.jpg
405,65,10,1,3.5,Hangop,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Hangop.jpg
406,134,19.7,4.8,1.7,Hati Babi,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Hati_Babi.jpg
407,136,19.7,3.2,6,Hati Sapi,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Hati_Sapi.jpg
408,390,14.2,7.4,68.2,Havermout,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Havermout.jpg
410,146,17.7,5.9,5.6,Ikan asar merah masakan,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ikan_asar_merah_masakan.jpg
411,380,33.6,27.5,0,Ikan Asin bilis goreng,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ikan_Asin_bilis_goreng.jpg
412,456,46.5,24.4,0,Ikan Asin gabus goreng,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ikan_Asin_gabus_goreng.jpg
413,348,18.7,29.5,0,Ikan Asin japuh goreng,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ikan_Asin_japuh_goreng.jpg
415,430,58.2,23.6,0,Ikan Asin pari goreng,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ikan_Asin_pari_goreng.jpg
416,652,40.4,54.3,0,Ikan Asin pepetek goreng,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ikan_Asin_pepetek_goreng.jpg
417,319,6.9,31.7,0,Ikan Asin sirinding goreng,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ikan_Asin_sirinding_goreng.jpg
418,430,33.4,32.4,0,Ikan Asin teri goreng,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ikan_Asin_teri_goreng.jpg
419,198,19,13,0,Ikan Bader (Tawes),https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ikan_Bader_(Tawes).jpg
420,107,16.5,3.9,1.5,Ikan balong segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ikan_balong_segar.jpg
421,112,20,1.3,3.7,Ikan bambangan segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ikan_bambangan_segar.jpg
422,129,20,4.8,0,Ikan Bandeng,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ikan_Bandeng.jpg
423,296,17.1,20.3,11.3,Ikan bandeng presto masakan,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ikan_bandeng_presto_masakan.jpg
426,144,17.8,5.8,5.2,Ikan baung bakar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ikan_baung_bakar.jpg
427,123,15.1,5.5,3.3,Ikan baung segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ikan_baung_segar.jpg
428,96,19,1.7,0,Ikan Bawal,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ikan_Bawal.jpg
430,128,18,3,7.2,Ikan Belida bakar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ikan_Belida_bakar.jpg
431,80,14.7,1.4,2.2,Ikan Belida segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ikan_Belida_segar.jpg
433,82,6.7,1,10.9,Ikan Belut Segar mentah,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ikan_Belut_Segar_mentah.jpg
435,90,14.9,2.5,2.1,Ikan biawan segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ikan_biawan_segar.jpg
436,88,14.2,0.7,6.2,Ikan bili segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ikan_bili_segar.jpg
437,100,14.7,2.4,4.9,Ikan bubara segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ikan_bubara_segar.jpg
438,134,25.5,1.3,5,Ikan bulan-bulan segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ikan_bulan-bulan_segar.jpg
439,204,34.2,5.6,1.9,Ikan cakalang asap mentah,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ikan_cakalang_asap_mentah.jpg
440,198,36.5,2.2,5.5,Ikan cakalang asin mentah,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ikan_cakalang_asin_mentah.jpg
441,120,11.3,3.9,10,Ikan cakalang hati segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ikan_cakalang_hati_segar.jpg
442,116,11.2,1.2,10.2,Ikan cakalang jantung segar,https://storage.googleapis.com/sweetlife-go/ml/dataset/nutrition-image/Ikan_cakalang_jantung_segar.jpg
